Overall,Bib,Name,Time
328,1378,Joe Doramus,01:38:29
329,3427,Kyle Easley,01:38:29
330,1667,Skip Brooks,01:38:35
331,2629,Leah Shanks,01:38:36
332,2170,Matt Golenor,01:38:40
333,1331,Cynthia Hill,01:38:43
334,1593,Arielle Loeb,01:38:43
335,2266,David Porterfield,01:38:44
336,1614,Chris Raines,01:38:45
337,2572,Meghan Orourke,01:38:45
338,2601,Thomas Fischbach,01:38:46
339,2166,Brian Wenninger,01:38:47
340,3400,Jenna Brehmer,01:38:55
341,4553,Joshua Jeffers,01:38:58
342,2280,Clark Mower,01:38:58
343,2304,Chris Hill,01:39:00
344,2652,Taylor Bright,01:39:02
345,4718,Tonya Lumphrey,01:39:05
346,1497,Bradley Armour,01:39:05
347,1534,Sam Knoblauch,01:39:07
348,2286,James Coady,01:39:07
349,2262,Jon Honeycutt,01:39:14
350,1505,Alan Squyres,01:39:14
351,2588,William Ludwig,01:39:16
353,2263,Colin Clapham,01:39:21
354,3654,Jessi Knight,01:39:28
355,2494,Dan Bailey,01:39:29
356,1516,Beth Athanasoulas,01:39:30
357,13563,Heather Gossard,01:39:30
358,1696,Janna Roper,01:39:32
359,2609,Tyler Cole,01:39:37
360,4192,Corey Tomlinson,01:39:37
361,2598,Mary Chris Satterthwaite,01:39:38
362,3491,Kevin Ogorzalek,01:39:39
363,3433,Tim Flerlage,01:39:40
364,1673,Jeffrey E Smith,01:39:41
365,2176,Chris Whitlock,01:39:41
366,2658,Cameron Gish,01:39:42
367,1704,Chris Drazan,01:39:43
368,2227,Mathue Johnson,01:39:45
369,1632,Jesse Acton,01:39:46
370,2428,Billy Hayduk,01:39:48
371,2705,Tarik Ramusovic,01:39:49
372,2673,Jess Somos,01:39:49
373,6421,Charlie Christofersen,01:39:54
374,2642,Amy Mckelvey,01:39:56
375,2531,Leslie Mills,01:39:57
376,1548,Joseph Poeschl,01:39:57
377,4500,Ellen Carnes,01:39:58
378,2447,Rhonda Brandt,01:39:59
379,5210,Sarah O'Donnell,01:39:59
380,2235,Kelly Barbera,01:40:01
381,1547,Elizabeth Poeschl,01:40:01
382,2162,Linda Lamott,01:40:02
383,1182,Miles Svoboda,01:40:02
384,2174,Kristen Basa,01:40:03
385,2185,Kirsten Perrey,01:40:05
386,1150,John Horner,01:40:05
387,4354,Clifton Wilkinson,01:40:06
388,3626,Bryan Simmons,01:40:06
389,2434,Phong Chieng,01:40:07
390,10109,Chris Cronhardt,01:40:08
391,18616,Caitlin Mullins,01:40:08
392,1451,Phil Zimmerman,01:40:11
393,3176,Miranda Shives,01:40:13
394,36596,Katie Roth,01:40:13
395,3642,Gabrielle Galat,01:40:15
396,1672,Jason Jones,01:40:15
397,15417,John Quigley,01:40:16
398,4278,Sara Risner-Rumohr,01:40:17
399,1650,Michael Ferritto,01:40:19
400,2426,Jordan Hammond,01:40:19
401,2635,Ryan Harrell,01:40:19
402,4698,Scott Meadows,01:40:20
403,2244,Chris Maxwell,01:40:21
404,10596,Laurel Moses,01:40:21
405,2514,Scott Holzwarth,01:40:21
406,2589,Robert Salazar,01:40:21
407,2181,James Chalmers,01:40:24
408,3536,Jason Barclay,01:40:33
409,1455,Jacob Schwarz,01:40:34
410,4542,Nicholas Murray,01:40:35
411,3190,Christopher Delange,01:40:35
412,12157,David Ramos,01:40:36
413,3432,Brandon Brindle,01:40:37
414,2309,Erin Miller,01:40:38
415,2669,Josh Allison,01:40:40
416,2129,John Pifer,01:40:41
417,2594,Eric Bowden,01:40:43
418,6402,Marla Dudak,01:40:44
419,5622,Anna Butrico,01:40:47
420,1248,Eric Mooney,01:40:48
421,4221,Kara Andrew,01:40:49
422,5145,Matt Mantz,01:40:50
423,2557,Neal Williams,01:40:51
424,1666,Chris Ashton,01:40:51
425,4711,Theodore Hosna,01:40:54
426,3707,Kelly Hilborn,01:40:56
427,4702,Derek Brawders,01:40:57
428,1406,Antoine Lamarche,01:40:58
429,13653,Corbin Davis,01:40:59
430,31437,Kip Strasma,01:41:00
431,7556,Kayd Whitson,01:41:01
432,1587,Paul Zettler,01:41:02
433,2703,Phoebe Mcdonald,01:41:07
434,4288,Rebekah Eroh,01:41:08
435,3371,Nikki Phillips,01:41:08
436,2300,Michelle Tomas,01:41:11
437,2324,Chris Hendon,01:41:12
438,3145,Keith Megehee,01:41:12
439,2319,Seth Hudson,01:41:12
440,3215,Becca Mcbride,01:41:16
441,38484,Allison Pacifico,01:41:19
442,3300,Doug Linstedt,01:41:20
443,3183,Brad Curtis,01:41:20
444,2326,Mia Spinelli,01:41:21
445,1391,Frank Alvarado,01:41:23
446,1545,Andrew Laux,01:41:23
447,2350,Mark Newton,01:41:24
448,2582,Kevin Connor,01:41:24
449,2271,Scott Kelly,01:41:24
450,4257,Saad Rehman,01:41:26
451,3604,Garney Scott,01:41:28
452,4481,Tanner Freeman,01:41:33
453,3703,Ben Evans,01:41:33
454,5520,Kameron Kilpatrick,01:41:33
455,2506,Jordan Groth,01:41:34
456,1485,Brian Wooldridge,01:41:34
457,6179,Elizabeth Fuller,01:41:34
458,1251,Sean Chambers,01:41:36
459,1613,Kimberly Humphries,01:41:39
461,6713,Gabriel Galletti,01:41:41
462,6664,Matthew Thiessen,01:41:42
463,22256,Bryan Brading,01:41:42
464,4352,Chelsea Clever,01:41:42
465,36638,Brennan Black,01:41:44
466,2351,Dan Follmer,01:41:44
467,4489,Amy Blattner,01:41:46
468,3207,Mary Khim,01:41:46
469,1354,Donaldo Caya,01:41:46
470,1256,Marissa Rocker,01:41:47
471,3233,Marie Pender,01:41:47
472,16053,Kirsten Scheel,01:41:47
473,2159,Allison Bradley,01:41:47
474,4269,Gary Harmon,01:41:48
475,2443,Brooks Brown,01:41:48
476,3235,Austin Magruder,01:41:48
477,4448,Adam Patrick,01:41:49
478,3598,Evelio Reyes,01:41:50
479,4606,Scott Lancaster,01:41:51
480,1681,Diane Batchelor,01:41:53
481,15344,James Weipert,01:41:53
482,2655,John Nicholas,01:41:53
483,4640,Lydia Vanwinkle,01:41:53
484,6630,Kris Brown,01:41:54
485,1454,Robert Baldridge,01:41:55
486,33600,Armando Rivas,01:41:58
487,18423,Sarah Girresch-Ward,01:42:00
488,6680,Martin Bonick,01:42:02
489,1683,Jack Mchugh,01:42:02
490,2362,Steve Driggers,01:42:04
491,5486,Melissa Pipkin,01:42:05
492,4497,Laura Bosco,01:42:05
493,2155,Natalia Iljin,01:42:06
494,2048,Ben Lawson,01:42:06
495,4294,David Harris,01:42:09
496,4333,Ed Mcdonald,01:42:09
497,6673,Christina Amalio,01:42:12
498,1513,Chris Fluta,01:42:13
499,3467,Katie Horner,01:42:13
500,3289,Houston Wyatt,01:42:14
501,3655,Robert Carroll,01:42:14
502,2620,Cindy Roman,01:42:17
503,1619,Brian Johnson,01:42:18
504,4418,David Francis,01:42:18
505,2639,John Smachetti,01:42:19
506,2380,Adam Spivey,01:42:19
507,3649,Trevor Dunn,01:42:20
508,2202,Jean Gendebien,01:42:20
509,4424,Adam Clemens,01:42:22
510,1475,Meagan Smith,01:42:26
511,5245,Brendan Wiesner,01:42:27
512,1663,Brandon Mcknight,01:42:27
513,12605,Kathleen Bond,01:42:27
514,2625,Torian Priestly,01:42:30
515,5378,Matt Stern,01:42:31
516,3667,Jen Bohen,01:42:34
517,24367,Maria Rocca,01:42:35
518,2498,Heather Livingston,01:42:38
519,2291,Jenna Kay Boucher,01:42:38
520,4552,Kaitlin Switzer,01:42:38
521,16288,Bryan Thomas,01:42:39
522,1336,Nicole Kiernan,01:42:40
523,2691,Alacia Stainbrook,01:42:40
524,2457,Benjamin Hosto,01:42:41
525,9517,Shanna Brinker,01:42:41
526,1268,Aaron Lyss,01:42:41
527,5677,Matthew Shoaf,01:42:42
528,2622,Justin Moses,01:42:42
529,3163,Alejandro Rodriguez,01:42:42
530,2068,David Thorpe,01:42:43
531,1361,Dustin Gentry,01:42:45
532,4300,Brett Hudson,01:42:46
533,3383,Tanner Bowell,01:42:47
534,4672,Colleen Coors,01:42:47
535,3632,Jason Hill,01:42:47
536,35140,John Sawicki,01:42:48
537,6219,Fletcher Prouty,01:42:49
538,2665,Jordan Rupp,01:42:49
539,2307,Chuck Compson,01:42:50
540,2595,Joshua Palmer,01:42:52
541,3621,Brian Gillman,01:42:57
542,1434,Marq Anz,01:42:57
543,1528,James Timbrook,01:42:58
544,2364,Neil Seethaler,01:42:59
545,5385,John Wilburn,01:42:59
546,2592,Nicole Morgan,01:43:01
547,5242,Daniel Burke-Aguero,01:43:01
548,3037,Tanner Devries,01:43:01
549,1598,Louis Tay,01:43:01
550,2596,Candace Anderson,01:43:01
551,8261,Tiffany Krause,01:43:02
552,2657,Matthew Brown,01:43:03
553,3510,Emily Bolthouse,01:43:06
554,3422,Paul A. Moore,01:43:07
555,5717,Brigid Greil,01:43:08
556,3030,Garret Merriam,01:43:09
557,3698,Deborah Farringer,01:43:10
558,6127,Ryan Campagna,01:43:11
559,2306,Jonas Wiberg,01:43:11
560,2567,Brandon Hargous,01:43:11
561,3676,Emily Wendt,01:43:12
562,3166,Damian Barreiro,01:43:12
563,4614,Michelle Benge,01:43:12
564,2172,Lee Van Groningen,01:43:13
565,3387,Tyler Ujhazy,01:43:14
566,39563,Janell Lees,01:43:14
567,3382,Ryoji Maeda,01:43:14
568,3537,Chad Varga,01:43:15
569,6251,Parker Smith,01:43:15
570,4509,Nate Banks,01:43:16
571,3705,Mark Keida,01:43:17
572,2414,Richard Adams,01:43:18
573,15207,Kevin Kaighin,01:43:19
574,1265,Dan Veranth,01:43:20
575,1584,Tyler Handcock,01:43:20
576,3484,Liz Reda,01:43:20
577,6634,Benjamin Johnston,01:43:22
578,1546,Robert Sikes,01:43:23
579,3696,Wayne Durbin,01:43:23
580,3293,Jillian Roberts,01:43:23
581,3549,Tanaya Larsen,01:43:25
582,1691,C.P. Krishnamurthy,01:43:25
583,4389,Tony Pavlosky,01:43:25
584,3206,Anthony Khim,01:43:26
585,3547,Laura Elzey,01:43:26
586,2512,Jason Jensen,01:43:27
587,1460,Rachel Randall,01:43:28
588,3683,Tyler Leach,01:43:28
589,9520,Michael Mcdermott,01:43:29
590,3301,Chris Linsmayer,01:43:32
591,2563,Brian Shope,01:43:32
592,2471,Brian Cendrowski,01:43:32
593,3231,Michael Cripps,01:43:32
594,6314,Brent Usery,01:43:33
595,4562,Mayson Morrissett,01:43:34
596,1230,Glennon Andrews,01:43:34
597,2712,Kenny Maclean,01:43:34
599,6111,Christopher Heidemann,01:43:35
600,2215,Mike Mccoy,01:43:36
601,4236,Jamin Wentworth,01:43:37
602,4581,Robert Stephan,01:43:37
603,1636,Anthony Brown,01:43:38
604,2201,Justin Reinke,01:43:39
605,5217,Lindsay Montgomery,01:43:40
606,3722,Richard Kerr,01:43:41
607,5246,Chloe Trewartha,01:43:41
608,1585,Matt Cain,01:43:41
609,4714,Evan Greenberg,01:43:41
610,9577,Curtis Wegener,01:43:43
611,2290,Garth Langan,01:43:43
612,3646,Joanna Crawford,01:43:43
613,5533,James Zordan,01:43:45
614,3281,Caitlin Martin,01:43:45
615,2432,Tommy Mead,01:43:46
616,5316,Brooke Pulkrabek,01:43:47
617,5259,Jamie Schindler,01:43:47
618,2228,Pat Carr,01:43:50
619,5467,Nathan Lang,01:43:51
620,9482,Kristina Yakesh,01:43:51
621,1323,Denise Steuer,01:43:53
622,4468,Heather Finnegan,01:43:54
623,1492,Brandon Henthorn,01:43:54
624,2438,Mary Marshall,01:43:55
625,4522,Edward Skalla,01:43:56
626,5389,Joni Hahn,01:43:56
627,1566,Candice Jackson,01:43:58
628,3240,Joel Eurich,01:43:58
629,2316,Davdi Branson,01:43:58
630,4658,David Reynolds,01:44:01
631,2722,Rob W,01:44:02
632,3608,Ellen Brooks,01:44:03
633,4538,Justin Brooks,01:44:04
634,10687,Nathaniel Cimala,01:44:06
635,3616,Virginia Smith,01:44:08
636,16177,Joshua Bond,01:44:10
637,4420,William Mceachern,01:44:10
638,4586,Drew Baldwin,01:44:11
639,35139,Curtis Schulz,01:44:12
640,18362,Adam Roye,01:44:12
641,4622,Amy Knittle,01:44:12
642,1488,Todd Wiggins,01:44:15
643,2699,Craig Huseby,01:44:16
644,7594,Isabelle Hanna,01:44:16
645,4536,Katherine Murphy,01:44:16
646,3236,Lauren Haitas,01:44:19
647,3232,Paul Maple,01:44:20
648,4621,Karla Steedley,01:44:21
649,4496,Mark Ross,01:44:21
650,7587,John Hudak,01:44:21
651,2565,Lee Sherbakoff,01:44:22
652,3380,John Shepard,01:44:23
653,4505,Chris Delotell,01:44:24
654,2486,Anna Synoga,01:44:25
655,1452,Sammy Hannah,01:44:25
656,4650,Bradley Mcclung,01:44:25
657,4494,Emily Rollins,01:44:25
658,4722,Sean Mooney,01:44:26
659,36581,Alec Jotte,01:44:27
660,4336,John Launius,01:44:27
661,1597,Johnny Pettygrue,01:44:28
663,2638,Susan Williams,01:44:29
664,10622,Timothy Murphy,01:44:29
665,6455,J.D. Overton,01:44:29
666,1375,Ron Dow,01:44:29
667,14532,David Bradley,01:44:30
668,2234,Victoria Thomas,01:44:31
669,5627,Daniel Quinn,01:44:33
670,5175,Cynthia Lepley,01:44:34
671,6590,Christy Groves,01:44:34
672,3606,Greg Harms,01:44:34
673,1340,Sam Miiller,01:44:34
674,3260,Jennifer Werth,01:44:35
675,5686,Dane Carder,01:44:35
676,8630,Harry David,01:44:35
677,2171,Scott Miller,01:44:35
678,4285,Michael Ward,01:44:37
679,21672,Thomas Hollinden,01:44:37
680,2472,Wesley Shepherd,01:44:37
681,2476,Matt Landherr,01:44:38
682,1435,Richard Haley,01:44:39
683,1631,Kevin Fellows,01:44:40
684,26424,Ramiro Garcia,01:44:40
685,2372,John Carroll,01:44:41
686,2348,Derek Jumper,01:44:43
687,15377,Resa Gardner,01:44:43
688,2378,Kristopher Kemp,01:44:44
689,3192,Kathryn Wells,01:44:45
690,3264,Dejah Miranda-Huxley,01:44:45
691,3488,Paige Mulchrone,01:44:47
692,3711,Katie Custis,01:44:47
693,7626,Erik Maynard,01:44:50
694,2591,Hana Sutchar,01:44:50
695,2723,Emmanuel Gomez,01:44:51
696,11304,Joshua Mccluey,01:44:52
697,6217,Kyle Robichaud,01:44:53
698,2135,Jason Hamrick,01:44:54
699,5709,Brent Humphreys,01:44:54
700,5329,Rebecca Scahill,01:44:54
701,13531,Ryan Spilberg,01:44:54
702,2613,Krista Oleson,01:44:55
703,2358,Edwin Thomas,01:44:55
704,15138,Lindsay Rule,01:44:55
705,2478,William Meason,01:44:56
706,4214,Sarah Zielasko,01:44:56
707,7647,Andrew Wendt,01:44:56
708,1443,Janel Miller,01:44:58
709,8651,Aaron Zazzera,01:44:59
710,6426,Leah Holman,01:45:00
711,9418,Alexander Howard,01:45:00
712,4503,Jeffrey Suppinger,01:45:01
713,5292,Josette Pratt,01:45:01
714,4193,Kyle Jones,01:45:02
715,2700,Ross Oreto,01:45:03
716,1470,Steve Cryer,01:45:03
717,1705,Chris Saunders,01:45:03
718,6674,Brandon Ripke,01:45:04
719,2433,Howard Winzar,01:45:05
720,2384,Shannon Colavecchio,01:45:05
721,4326,James Ramsey,01:45:06
722,12138,Matthew Pierce,01:45:07
723,2217,Renee Menzie,01:45:08
724,9630,Justin Riele,01:45:09
