Overall,Bib,Name,Time
59,1642,Bryan Langan,01:32:02
60,1516,Michael Roy,01:32:10
61,1479,Dan Williams,01:32:21
62,1544,Lawrence Walsh Jr,01:32:25
63,1387,Mary Craig,01:32:35
64,1144,Aaron Leach,01:32:41
65,1686,Tony Petruzzello,01:32:56
66,1448,Daniel Chioco,01:33:20
67,2524,Michael Sticklinski,01:33:25
68,1501,Edward Slovenkay,01:33:35
69,1688,Arturo Cruz-Tucker,01:33:37
70,1587,Jordan Rupp,01:33:42
71,1627,Courtney Christian,01:33:50
72,1628,Kevin Christian,01:33:50
73,2612,Sean Ryan,01:34:01
74,2276,Brandon Love,01:34:02
75,303,Tiel Westbrook,01:34:07
76,16535,Nick Pajon,01:34:08
77,1623,Treavor Mosbaugh,01:34:09
78,1679,Hannah Hoots,01:34:09
79,1650,Yong Kim,01:34:14
80,3692,Blake Galloway,01:34:19
81,1536,Kevin Mcglinchey,01:34:20
82,1651,Kaleb Meredith,01:34:25
83,1633,Brendan Rok,01:34:31
84,1295,Stephen Mangeri,01:34:39
85,4648,Peter Edmonds,01:34:49
87,1499,Adam Lenz,01:34:56
88,1625,Pavlo Gilchuk,01:34:58
89,1535,Andrew Griffith,01:35:01
90,1631,Justin & Karpinos,01:35:03
91,3651,Christopher Raimondi,01:35:03
92,1332,Daniel Park,01:35:04
93,1513,Mark Durno,01:35:05
94,1418,Tori Karsten,01:35:12
95,1677,Michael Beno,01:35:27
96,1080,Josiah Williams,01:35:28
97,1567,Nicholas Miyake,01:35:29
98,5240,Kelly Wehman,01:35:30
99,1399,Larkin Carter,01:35:37
100,1152,Tony Williams,01:35:42
101,2463,Mackenzie Cooper,01:35:47
102,1371,Amy Grab,01:35:47
103,2340,Sean Summers,01:35:54
104,1320,Rob Dormish,01:35:57
105,1366,Joe Vanderburgh,01:35:57
106,10678,Grant Blevins,01:35:59
107,2634,Taylor Cardin,01:36:15
108,1456,Kelly Bellar,01:36:16
109,1475,John Hart,01:36:17
111,1375,John Boone,01:36:20
112,1301,Trey Harwell,01:36:20
113,1614,Takayuki Sato,01:36:26
114,1360,Thomas Berger,01:36:28
115,2423,Nelson Eiselstein,01:36:34
116,2093,Chris James,01:36:36
117,1671,Peter Maag,01:36:36
118,2600,Greg Broome,01:36:43
119,1489,Aaron Gast,01:36:46
120,2352,Neil Paine,01:36:48
121,2467,Luke Schwartz,01:36:51
122,2242,Vlad Mereuta,01:36:51
123,2462,Ryan Schrock,01:36:53
124,1542,Chris Gillies,01:36:54
125,1313,Dwayne Reece,01:36:56
126,2571,Julien Labonte,01:37:02
127,25681,Jay Barak,01:37:02
128,2609,Cj Ryan,01:37:08
129,11384,Edward Smith,01:37:13
130,3368,Kathleen Moyer,01:37:15
131,1514,Steven Mcneal,01:37:15
132,1639,Kyle Roberts,01:37:15
133,1405,Jason Anderson,01:37:16
134,1101,Scott Seaton,01:37:18
135,1314,Caleb Cook,01:37:20
136,1447,Randall Statzer,01:37:20
137,2322,Samantha Crisafulli,01:37:27
138,1487,Nick Hogstad,01:37:28
139,1364,Takuto Sato,01:37:31
140,1477,John Billette,01:37:38
141,3283,Zachary Legrand,01:37:47
142,1605,Lynda Budnik,01:37:48
143,2161,Jennifer Shultz,01:37:49
144,2631,John Katsarikas,01:37:50
145,2223,Matthew Backes,01:37:52
146,2491,Grace Carroll,01:37:55
147,1311,Matthew Keppler,01:37:57
148,4698,John Pifer,01:37:59
149,3703,Annie Wester,01:38:00
150,1629,Daniel Fleming,01:38:00
151,2337,Jason Moser,01:38:02
152,1356,Anna Pavone,01:38:08
153,2641,Clint Warber,01:38:09
155,2184,Jami Kaplan,01:38:18
156,1675,Geoffrey Kerbis,01:38:20
157,1452,Jeremy Kane,01:38:20
158,1624,Maria Osina,01:38:24
159,2302,Mel Stanvick,01:38:34
160,1443,Bill Jolley,01:38:36
161,4264,John Owen,01:38:42
162,2525,Jessica Jackson,01:38:48
163,2333,Lee Gard,01:38:50
164,1352,David Allen,01:38:52
165,1530,Christopher Melleby,01:38:53
166,6484,Courtney Alpeter,01:38:57
167,1584,Drew Kellum,01:38:58
168,1680,Ryan Blakney,01:38:58
169,39288,Natalie Trait,01:39:03
170,1664,Ryan Blackburn,01:39:06
171,1563,Christina Lightfoot,01:39:09
172,2654,Tatum Flynn,01:39:10
173,2647,Joshua Hare,01:39:12
174,2420,Steve Scott,01:39:13
175,2544,Joanne Dow,01:39:14
176,2633,James Screws,01:39:14
177,4177,Luke Hilko,01:39:15
178,2548,Gabrielle Davis,01:39:19
179,1486,Trey Tucker,01:39:20
180,4633,Daniel Gagliano,01:39:26
181,1532,Matt Myles,01:39:32
182,3080,Michelle Trice,01:39:32
183,2486,Kristen Basa,01:39:37
184,1636,Simon Henley,01:39:39
185,1396,Baily Dent,01:39:39
186,2505,Jon Miller,01:39:42
187,1568,Nate Hatton,01:39:44
188,1388,Adam Warren,01:39:46
189,431,Roger Brady,01:39:50
190,3589,Gavin Mckinney,01:39:50
191,1540,Isaiah Greer,01:39:54
192,1322,Jesi Andolina,01:39:55
193,26641,Taylor Hudson,01:39:56
194,4336,Kevin Arthur,01:40:00
195,3618,David Jones,01:40:05
196,3673,Wesley Hurston,01:40:12
197,2445,Derek Moore,01:40:15
198,1517,Erin Anderson,01:40:18
199,2623,Kyle Mandsager,01:40:20
200,1062,Hayden Guynes,01:40:22
201,1531,Jackson Cabo,01:40:23
202,2597,Justin Adley,01:40:23
203,2171,Philip Bennett,01:40:25
204,1618,Brent Usery,01:40:25
205,1298,Craig Swope,01:40:27
206,1421,Li Medeiros,01:40:30
207,1519,Mathew Benvie,01:40:30
208,5610,Jared Berry,01:40:34
209,3512,Grant Shedd,01:40:38
210,2277,Ben Evans,01:40:39
211,3663,Mike Stockman,01:40:39
212,1469,Rusty Harrington,01:40:40
213,1562,Brian Townsend,01:40:43
214,20433,Michelle Urlaub,01:40:44
215,2453,Gary Frost,01:40:44
216,2392,Haris Jusic,01:40:45
217,1445,Daniela Nichols,01:40:45
218,2551,Kevin Raftery,01:40:47
219,4629,Wood Caldwell,01:40:51
220,1483,Sam Miller,01:40:52
221,4353,Josh Smith,01:40:53
222,2639,Rett Mcbride,01:40:56
223,1611,Elizabeth Mockmore,01:41:01
224,2398,Tarin Phillips,01:41:03
225,4082,Derek Brawders,01:41:07
226,5668,Chris Petrucka,01:41:08
227,1299,Ashley Warren,01:41:09
228,2283,Robert Salazar,01:41:10
229,3431,Lenny Bertoldo,01:41:15
231,2395,Rachel Wagner,01:41:19
232,6369,Erin Williams,01:41:19
233,2275,Lia Bella,01:41:21
234,1465,Eric Cannon,01:41:23
235,10260,Arissa Opalacz,01:41:27
236,3275,Joseph Stahl,01:41:29
237,14302,Michael Rothenberger,01:41:30
238,1213,Jonathan Flinn,01:41:30
239,2255,Douglas Nulph,01:41:30
240,1674,Tim Flerlage,01:41:32
241,1660,Claire Smith,01:41:37
242,5566,Andrew Schaale,01:41:39
243,3380,Christopher Yetka,01:41:40
244,6338,Bradley Malin,01:41:42
246,3185,Joe Siebert,01:41:43
247,1670,Javy Reyna,01:41:43
248,1440,Graham Hemingway,01:41:45
249,5177,Jessica Mckeeby,01:41:47
250,3667,Ben Garcia,01:41:50
251,4652,Mac Frith,01:41:57
252,3480,Anthony Osbourne,01:41:58
253,2559,Curtis Gibbs,01:42:00
254,2520,Bruce Kesselring,01:42:01
255,1281,Rachel Dehner,01:42:02
256,5678,Samantha Schiller,01:42:02
257,3407,David Zierler,01:42:03
258,1470,Sean Doherty,01:42:05
259,2632,Jess Somos,01:42:06
260,1274,Lindsey Jacobs,01:42:09
261,430,Bart Modrall,01:42:11
262,30412,Emily Dawson,01:42:11
263,10342,Ellen Rodgers,01:42:13
264,1328,Frank Spence,01:42:13
265,7151,Ryan Castaneda,01:42:14
266,3622,Darren Sweet,01:42:14
267,1522,Aja Clark,01:42:15
268,2506,Dana Black,01:42:15
269,2362,Olivia Coco,01:42:20
270,3377,Doug Boswell,01:42:20
271,3592,Tanner Fine,01:42:21
272,2429,Nicholas Pugliese,01:42:21
273,2521,Seth Mallett,01:42:24
274,2556,Jordan Hirstein,01:42:25
275,40593,David Gibson,01:42:26
276,2540,Heather Noonan,01:42:28
277,1521,Thorburn Mcgee,01:42:28
278,4697,Zach Davis,01:42:29
279,10684,Karl Bailey,01:42:29
280,1529,Lawrence Kravets,01:42:30
281,2508,Julie Gonzalez,01:42:31
282,1377,Edmund James,01:42:34
283,2439,Courtney Distel,01:42:34
284,10707,Jonathon Dicicco,01:42:35
285,2561,Patrick Mills,01:42:36
286,14539,Ruth Wilkins,01:42:40
287,15430,Amanda Usery,01:42:40
288,2076,Kaitlin Meyer,01:42:42
289,2483,John Nicholas,01:42:45
290,1041,Jonathan Parker,01:42:47
291,25636,Jimmy Long,01:42:49
292,5007,Hunter Huston,01:42:51
293,4396,Brett Duffy,01:42:55
294,2313,David Wood,01:42:57
295,2433,Debi Secor,01:42:58
296,2197,Kristopher Kemp,01:43:03
297,1617,Sarah Heck,01:43:04
298,2262,Michael Pittman,01:43:10
299,34197,Lin Marzialo,01:43:10
300,39250,Amy Wise,01:43:11
301,5103,Krista Steinbeiser,01:43:20
302,3218,Houston Wyatt,01:43:26
303,1415,Jacob Varadian,01:43:27
304,14352,Meghan Guilfoil,01:43:30
305,1646,Casey Hill,01:43:31
306,2570,Bryan Paylor,01:43:32
307,2489,Wynn Hodge,01:43:33
308,1114,Travis Graves,01:43:34
309,2426,Spencer Anderson,01:43:35
310,4395,Marcus Legrand,01:43:36
311,6169,Andy Barnell,01:43:36
312,4329,Colbert Heathcott,01:43:38
313,38674,Blake Defoor,01:43:41
314,3271,Melanie Benson,01:43:43
315,5651,Robbyn Elwood,01:43:43
316,5622,Molly Sarchet,01:43:44
317,3346,Raul Sotelo,01:43:46
318,2545,Jennifer Harkins,01:43:47
319,1252,Anthony Amos,01:43:52
320,4160,Beth Hardenbrook,01:43:52
321,6378,Carolyn Cohen,01:43:52
322,4103,Michael Mason,01:43:55
323,1345,Paige Mulchrone,01:43:56
324,4612,Michael Roberts,01:43:57
325,2593,Joseph Moughon,01:43:57
326,4118,Michael Southworth,01:43:58
327,1497,Angel Soriano,01:44:00
328,2535,Mingming Wang,01:44:05
329,2281,Chris Davis,01:44:06
330,4157,Rebecca Goen,01:44:07
331,6090,Dan Bailey,01:44:07
332,38165,Dale Glydon,01:44:09
333,38166,Christen Lee,01:44:10
334,2147,Jon Huff,01:44:11
335,22627,Jena O'Neal,01:44:15
336,25716,Hudson Long,01:44:16
337,1340,Joseph Mcmullan,01:44:16
338,2552,Will Binkley,01:44:17
339,2622,Ben Fleck,01:44:20
340,6596,Christopher Heidemann,01:44:22
341,3583,Maggie Brice,01:44:22
342,4688,Brandon Greer,01:44:27
343,8651,Ankur Lal,01:44:27
344,1267,Heather Gutekunst,01:44:30
345,1658,Alacia Stainbrook,01:44:34
346,1613,Cole Bryant,01:44:34
347,3635,Jeffrey Suppinger,01:44:35
348,9645,Max Prottengeier,01:44:38
349,2336,Carey Rial,01:44:41
350,4343,Jessica Lightner,01:44:41
352,5343,Kristen Luybli,01:44:43
353,2490,Matthew Harder,01:44:46
354,8271,Brad Gray,01:44:47
355,15676,Michael Poce,01:44:51
356,1673,Roy Stone,01:44:53
357,5477,Shane Povlick,01:44:57
358,4345,Craig Lodge,01:44:58
359,2354,Adam Clemens,01:44:58
360,5209,Margaret Campbell,01:44:58
361,7372,Laura Lusk,01:45:00
362,1620,Ron Dow,01:45:00
363,2215,Jason Simmons,01:45:03
364,2263,Nicole Koontz,01:45:05
365,1635,Sam Buescher,01:45:09
366,2474,Joy Carroll,01:45:10
367,38036,Gabrielle Trainor,01:45:10
368,10705,Jordan Encarnacion,01:45:15
369,4626,Seth Foley,01:45:15
370,4679,Dylan Harwell,01:45:20
371,10727,Yohann Voutsinas,01:45:24
372,4173,Emily Rollins,01:45:26
373,1312,Lisa Whidden,01:45:28
374,5532,Devin Nagy,01:45:28
375,4481,Jen Bohen,01:45:28
376,3376,Jonathan Thorndike,01:45:30
377,1684,Grayson Sutherland,01:45:30
378,1338,Thomas Waldrop,01:45:31
379,1363,Colin Montemarano,01:45:32
380,2347,Milena Pisani,01:45:32
381,1382,Ryan Brannigan,01:45:36
382,1323,David Canas,01:45:36
383,15597,Kinsey Sessions,01:45:38
384,1344,Chad Carpenter,01:45:38
385,2244,Matthew Paupore,01:45:40
386,2126,Brittany Kennedy-Quear,01:45:40
387,1461,James Zahn,01:45:41
388,3682,Diamond Vrocher,01:45:43
389,2630,Neringa Kaulinaite,01:45:45
390,1276,Loren Oboikovitz,01:45:45
391,4236,Zachary Taylor,01:45:45
392,4240,Nikolas Decosta-Klipa,01:45:46
393,6266,John Hearn,01:45:51
394,3251,Richard Pennoni,01:45:57
395,6507,Franco Cante,01:45:58
396,1534,Stephanie Ridgway,01:45:59
397,1669,Eric Staton,01:45:59
398,5422,Brittany Davenport,01:46:01
399,1608,Sherman Lake,01:46:01
400,1681,Andrew Rosen,01:46:02
401,4377,John Kenney,01:46:06
402,4634,Rj Petrella,01:46:12
403,2495,David Mather,01:46:12
404,1355,Anthony Molla,01:46:13
405,4696,Jacob Schwarz,01:46:13
406,3575,Greg Mersinger,01:46:15
407,4275,James Tarr,01:46:17
408,2500,Jd Devine,01:46:17
409,2638,Bob Krumm,01:46:19
410,1380,Matt Baker,01:46:19
411,1392,Syd Mulder,01:46:22
412,10625,Grant Pulse,01:46:23
413,2568,William Hodges,01:46:24
414,3166,Cynthia Barbour,01:46:26
415,3563,Noah Vasilakes,01:46:27
416,2578,Scott Greene,01:46:27
417,10607,James Hintz,01:46:28
418,4621,Liz Reoch,01:46:28
419,7362,Heather Honeycutt,01:46:29
420,2530,Rachel Mcginty Brown,01:46:31
421,2601,Ryan Cartwright,01:46:33
422,11641,Jason Janzen,01:46:33
423,6598,Amanda Braach,01:46:33
424,2323,Alex Steiner,01:46:36
425,2250,Bryan Lee,01:46:37
426,8462,Robert Conry,01:46:38
427,5505,Paul Canney,01:46:38
428,3291,Spencer Essenpreis,01:46:39
429,2628,Glen Sulski,01:46:39
430,2466,Austin Fortenberry,01:46:43
431,5362,Christine Birnbaum,01:46:43
432,1310,Louis Tay,01:46:43
433,4295,Kyle Jones,01:46:43
434,4180,Anders Oster,01:46:43
435,2396,Kevin Fellows,01:46:44
436,15619,John Terrell,01:46:45
438,4113,Andrew Wigger,01:46:46
439,16408,Tawny Williamson,01:46:48
440,4642,Tim Hooper,01:46:51
441,6077,Jeff Dunnavant,01:46:52
442,34245,Angie Long,01:46:53
443,33561,Benjamin Kraayenbrink,01:46:54
444,3406,Ryan Walsh,01:46:56
445,5452,Julie Stender,01:46:57
446,4617,Peter Morone,01:46:58
447,5389,Jerry Lovell,01:46:59
448,3634,Nate Bianchi,01:47:00
449,3195,Brooke Gehring,01:47:02
450,15469,Chad Mckissick,01:47:03
451,1502,Patrick Terry,01:47:08
452,8498,Nicholas Conner,01:47:08
453,4372,Michele Keane,01:47:09
454,3609,Dane Carder,01:47:10
456,6289,Benjamin Klee,01:47:10
457,3656,Katie Stych,01:47:12
458,8561,Chad Armstrong,01:47:16
459,14197,Kathleen Tatelbaum,01:47:17
460,2547,Andrew Smith,01:47:19
461,2523,Jolene Darter,01:47:20
462,3608,Scott Craddock,01:47:21
463,15530,Amanda Danenhauer,01:47:21
464,3243,Caroline Leland,01:47:22
465,3561,Ninette Menna,01:47:22
466,1593,Ron Lemmon,01:47:24
467,3621,Steve Sparks,01:47:24
468,8640,Matthew Romero,01:47:24
469,5716,J.R. Moran,01:47:25
470,1566,Brian Zywicki,01:47:26
471,1395,Michael Hasis,01:47:27
472,2402,Haley Quinlan,01:47:29
473,1606,Andy Rodemich,01:47:30
474,1330,Jason Wachtendonk,01:47:32
475,4239,David Forrest,01:47:32
476,4313,Taylor Hall,01:47:33
477,3710,Emmanuel Gomez,01:47:33
478,2342,Sandy Joyce,01:47:33
479,2436,Timothy Rollason-Reese,01:47:34
480,1495,Thomas Fischbach,01:47:35
481,4178,Roger Cole,01:47:35
482,5146,Taylor Babington,01:47:39
483,7640,Cates Saleeby,01:47:40
484,4583,Lisa Reavill,01:47:41
485,2575,Dan Lilly,01:47:41
486,3595,Rob Dyer,01:47:43
487,15666,Paul Gates,01:47:44
488,2554,Katie Cross,01:47:45
489,2243,Regan Glandorf,01:47:45
490,4397,Eliza Coogan,01:47:46
491,12663,Elaina Turley,01:47:48
492,3548,Aggie Bell,01:47:52
493,5439,Maggie Knox,01:47:53
494,20712,Tim Garner,01:47:55
495,2151,Dan Follmer,01:47:55
496,20727,Luis Sura,01:47:56
497,10704,Blake Cortner,01:47:57
498,9488,Colin Sweeney,01:47:58
499,2512,Keerat Singh,01:47:58
500,10711,Sam Curry,01:47:59
501,5548,Elyse Shearer,01:48:00
502,4693,Rachel Burriss,01:48:00
503,4433,Jill Mcgregor,01:48:01
504,3370,Amy Martin,01:48:01
505,1400,Sydney Ayers,01:48:01
506,4624,Miguel Cuj,01:48:02
507,3209,Joel Smith,01:48:03
509,1615,Michael Henderson,01:48:05
510,2558,Paul Chapple,01:48:06
511,3360,David Smith,01:48:06
512,3659,Kenny Maclean,01:48:08
513,2008,Tommy Brown,01:48:08
514,2478,Joseph Cooper,01:48:10
515,6612,Jessica Anderson,01:48:10
516,6269,Sloan Thomas,01:48:10
517,4199,Rick Belcher,01:48:11
518,1370,Joseph Krosel,01:48:11
519,3519,Anthony Khim,01:48:13
520,5614,Drew Lindsey,01:48:14
521,9272,Jordan Carr,01:48:16
522,3452,Ashley Sears,01:48:18
523,2611,Matthew Brown,01:48:20
524,4350,Paul Labudde,01:48:20
525,2493,Ashley Nevidomskis,01:48:21
526,2195,Charles Cooper,01:48:21
527,2546,Andrea Schroff,01:48:24
528,3683,Katherine Murphy,01:48:25
529,7331,Allison Dowdle,01:48:27
530,1678,Jonathan Stanley,01:48:28
531,427,Tommy Kell,01:48:29
532,1676,Daniel Mckallen,01:48:30
533,4227,Deborah Farringer,01:48:31
534,2385,Chris Coughlan,01:48:32
535,2332,Jason Porter,01:48:32
536,4254,Derek Duran,01:48:32
537,4380,Pierre Massion,01:48:34
538,1258,Chuck Compson,01:48:35
539,2456,Mary Mcglinchey,01:48:37
540,5291,Rebecca Nikolaus,01:48:40
541,2317,Tyler Vonderheide,01:48:42
542,2391,Joshua Palmer,01:48:43
543,3495,Enrique M. Lopez,01:48:44
544,6233,Brian Lesniak,01:48:45
545,4685,Josh Wackler,01:48:45
546,14372,Jilliana Paul,01:48:45
547,2615,Eddie Silva,01:48:46
548,4274,Josh Barnett,01:48:46
549,13458,Paul Hickey,01:48:47
550,2640,Parker Lathrop,01:48:49
551,5381,Norm Christner,01:48:50
552,11243,Catherine Garner,01:48:51
553,2237,Mike Sorum,01:48:52
554,9389,Jonathan Dillensnyder,01:48:54
555,1289,Chase Adams,01:48:55
556,13313,Lauren Theobald,01:48:56
557,32014,Michael Roberts,01:48:57
558,4382,Shelby Anderson,01:48:57
559,8698,Robert Kreps,01:48:57
560,3190,Kelly Dean Birge,01:48:57
561,3725,Kathryn Dean,01:48:57
562,40609,Lindsay Proudfoot,01:48:58
563,11115,Dawn Evans,01:48:58
564,7080,Austin Rains,01:48:59
565,5568,Antonio Gaines,01:48:59
566,2399,Audrey Gruber,01:49:01
567,3430,Christy Cowley,01:49:01
568,1324,Shaun Duhe,01:49:01
569,2188,Lance Ingwersen,01:49:01
570,8671,Jonathon Lane,01:49:02
571,5420,Brian Ledermann,01:49:02
572,2412,Katherine Green,01:49:02
573,7405,Chris Settje,01:49:02
574,1275,Kristin Hernandez,01:49:02
575,2163,Anthony Hernandez,01:49:03
576,2192,Chris Raines,01:49:03
577,27320,Leah Shanks,01:49:05
578,3432,Rory Bennett,01:49:07
579,2245,Katie Argotsinger,01:49:09
580,2539,Seth Hudson,01:49:10
581,2278,David Robertson,01:49:11
582,3470,Matt Enos,01:49:11
583,5674,Nathan Bingham,01:49:12
584,3707,David Mcclanahan,01:49:14
585,14415,Brian Hansen,01:49:16
586,1474,Caleb Whittemore,01:49:16
587,2357,Jennifer Jarboe,01:49:16
588,12673,Emma Billington,01:49:17
589,1441,Brandon Henthorn,01:49:18
590,5595,Lindsay Dunton,01:49:20
591,5472,Patrick Costa,01:49:21
592,2073,Rajesh Jethwani,01:49:22
593,1386,Jason Corley,01:49:22
594,4619,Todd Scot,01:49:23
595,3640,Matt Vyverberg,01:49:24
596,3591,Michael Miranne,01:49:25
597,2528,May Pini,01:49:26
598,8524,Marcus Seeger,01:49:26
599,2536,Alex Fullenkamp,01:49:27
600,3364,Renee Kotula,01:49:28
601,5208,Clayton Allen,01:49:29
602,1265,Chris Saunders,01:49:32
603,9653,Benjamin Danko,01:49:33
604,9490,Shawn Booth,01:49:39
605,2534,Matthew Hilerio,01:49:39
606,1478,Tyler Leach,01:49:40
607,5241,Robyn Abramson,01:49:40
608,2280,Jonathan Hartmann,01:49:41
609,15111,Ryan Schell,01:49:46
610,5401,Natalya Perullo,01:49:46
611,40568,David Vega,01:49:47
612,22605,Hanna Luburgh-Agin,01:49:47
613,5185,Boni Mcvey,01:49:48
614,5666,Michael Cook,01:49:49
615,32688,William Sawyer,01:49:50
616,5594,Marie Viscardi,01:49:52
617,2468,Peter Baer,01:49:53
618,5569,Lauren Kane,01:49:53
619,6242,Nicole Piechuta,01:49:53
620,5229,Alison Larson,01:49:54
621,2369,Jennifer Wick,01:49:56
622,5664,Kelsi Salter,01:49:56
623,2576,Colin Groves,01:49:57
624,5481,Carolyn Smith,01:49:58
625,3187,Tricia Hedin,01:49:58
626,9497,Tim Gidron,01:50:00
627,2092,Ben Lawson,01:50:00
628,1294,Charlie Christofersen,01:50:01
629,3570,Chris Ashton,01:50:02
630,2610,Grant Glassford,01:50:02
631,2469,Scot Rajsich,01:50:04
632,3113,Paul Heintz,01:50:04
633,3413,Kyle Nix,01:50:04
634,3701,Eloy Duran,01:50:05
635,1253,Mike Herman,01:50:06
636,3558,Elyse Garza,01:50:06
637,2472,Mark Mcdonald,01:50:07
638,3054,Christy Oeth,01:50:07
639,3329,Deirdre Gallagher,01:50:07
640,2268,Michael Teague,01:50:09
641,7475,Jayson Wissmueller,01:50:09
642,3655,Peter Burton,01:50:09
643,2037,Sylvia Morgese,01:50:10
644,2624,Taylor Burns,01:50:10
645,14574,Courtney Cauldwell,01:50:11
646,8718,Zane Weltman,01:50:13
647,2373,Joshua Goldman,01:50:13
648,2355,Mark Monstwil,01:50:14
649,13363,Amy Roggenburg,01:50:14
650,5450,Kristi Jeffers,01:50:16
651,4527,Joanna Stollings,01:50:16
652,2592,Brent Nicholson,01:50:18
653,8045,Jordan Woodson,01:50:20
654,2584,Benji Peck,01:50:21
655,2440,Jennifer Herro,01:50:24
656,2284,Zach Crane,01:50:24
657,2595,Mike Gilmartin,01:50:26
658,4649,Kenneth Turner,01:50:27
659,10552,Justin Muller,01:50:28
660,4259,Geoffrey Bearden,01:50:28
661,2353,Jb Barber,01:50:32
662,28504,Jennifer Anderson,01:50:33
663,1394,Andrew Evans,01:50:33
664,3229,Mary Jo Jalinsky,01:50:33
665,2292,Mark Sexton,01:50:34
666,1668,Randy Keeler,01:50:34
667,1553,Clayton Jaselskis,01:50:34
668,1373,Thomas Gift,01:50:36
669,2507,Dennis Dewan,01:50:36
670,1596,Nathan Davis,01:50:37
671,2383,Moyo Ajayi,01:50:38
672,2041,Aaron Hawkins,01:50:38
673,2295,Elizabeth Fuller,01:50:39
674,4219,Dawn Valenzuela,01:50:40
675,32091,Cassie Morgan,01:50:43
676,5695,Rebecca Rings,01:50:43
677,2394,Christopher Bohrer,01:50:43
678,2219,Ryan Fancher,01:50:45
679,5665,Alex Moon,01:50:46
680,2475,Casey Paton,01:50:46
681,2431,Paul Capen,01:50:46
682,37410,Gerard Gutierrez,01:50:47
683,1423,Justin Reinke,01:50:48
684,3572,Paul Maple,01:50:49
685,3437,Guillaume Beaupre,01:50:50
686,5669,Elisabeth Moughon,01:50:50
687,2176,Nate Banks,01:50:50
688,40643,Libbie Rohan,01:50:52
689,2557,Chris Arnold,01:50:52
690,14242,Stacey Fagin,01:50:54
691,4317,Michael Roder,01:50:57
692,3227,Donny Stewart,01:50:58
693,2406,Benjamin Peterson,01:50:59
694,2480,Rebecca Sable,01:50:59
695,7655,Kenneth Massey,01:51:00
696,2447,Zach Simpson,01:51:01
697,13393,Zachary Summy,01:51:01
698,2613,Brett Atherton,01:51:02
699,1444,Thomas Hollinden,01:51:02
700,3568,Rob Bondy,01:51:08
701,5605,Nesrin Tift,01:51:09
702,4606,Brett Hudson,01:51:10
703,11292,Christin Kingsolver,01:51:10
704,4623,Kynlie Freeman,01:51:11
705,9153,Alexis Deacon,01:51:16
706,14139,Callan Fike,01:51:16
707,5492,Zena Chilcoat - Welker,01:51:17
708,13453,Garrison Turner,01:51:17
709,12678,Hansen Babington,01:51:17
710,2350,Sophie Coco,01:51:18
711,5378,Mark Naguib,01:51:19
712,3438,Molly Larkins,01:51:20
713,8550,Nicole Rice,01:51:21
714,2003,Tim Berrigan,01:51:21
715,2553,Jason Hodges,01:51:22
716,2416,Stuart Currie,01:51:22
717,5369,Michael Golden,01:51:23
718,9123,Chelsae Parris,01:51:23
719,3317,Jacob Boyer,01:51:25
720,5650,Sarah Bartholomew,01:51:26
721,13331,Andrew Lawler,01:51:26
722,4155,Elizabeth Beeckman,01:51:26
